num	null_model	altermodel	LogLikelihoodRatio	null_est	alt_est
629	-142853.410868	-142669.005795	184.405073	lambda: 0.00095110465819_mu: 0.00063552408052	lambda: 0.00100857475710,0.00016631274763_mu: 0.00061492414943,0.00000000001658
630	-143621.998237	-143458.302026	163.696211	lambda: 0.00100925754288_mu: 0.00061337717970	lambda: 0.00101649477262,0.00022364389485_mu: 0.00062651619267,0.00000000001344
631	-143065.908751	-146442.030696	-3376.121945	lambda: 0.00099675775317_mu: 0.00061872849400	lambda: 0.00112598071289,0.00000000000011_mu: 0.00021157774089,0.00000126677967
632	-144128.263708	-143938.279199	189.984509	lambda: 0.00101276070354_mu: 0.00061301764148	lambda: 0.00102571399224,0.00013572368346_mu: 0.00062342756647,0.00000000016923
633	-143676.453974	-143506.759648	169.694326	lambda: 0.00101003830029_mu: 0.00060744583775	lambda: 0.00102298015822,0.00017092742844_mu: 0.00061747415543,0.00000000000063
634	-143988.342459	-147635.589363	-3647.246904	lambda: 0.00101111937687_mu: 0.00060828006427	lambda: 0.00088058466296,0.00000000000000_mu: 0.00021288871302,0.00038181321434
635	-143615.401463	-143468.820315	146.581148	lambda: 0.00099882025483_mu: 0.00062303911974	lambda: 0.00101155260868,0.00050276061681_mu: 0.00063032722034,0.00000000000359
636	-143979.194920	-143802.772448	176.42247200001	lambda: 0.00101917095618_mu: 0.00061433198035	lambda: 0.00103068247585,0.00007065302580_mu: 0.00062410607913,0.00000000690866
637	-142571.594506	-142407.528515	164.06599099998	lambda: 0.00099928819038_mu: 0.00059785600492	lambda: 0.00101679398078,0.00046487280561_mu: 0.00060505760731,0.00000000881209
638	-143885.677688	-144205.581448	-319.90376000002	lambda: 0.00102304189016_mu: 0.00061611483135	lambda: 0.00107637769962,0.00000002743573_mu: 0.00044095592268,0.00000000000003
639	-143588.039601	-143402.314478	185.72512300001	lambda: 0.00099977131847_mu: 0.00061449857450	lambda: 0.00102096290583,0.00012062601209_mu: 0.00061217086083,0.00000000000019
640	-143626.953830	-143441.613964	185.33986600002	lambda: 0.00100772094655_mu: 0.00062150068218	lambda: 0.00101865384787,0.00019503127165_mu: 0.00063182838296,0.00000000000380
641	-143075.774414	-142976.273327	99.501087000011	lambda: 0.00100087607658_mu: 0.00060347068876	lambda: 0.00102142064765,0.00000006233142_mu: 0.00061956125347,0.00048190435021
642	-143091.642942	-142947.553694	144.089248	lambda: 0.00100586670909_mu: 0.00061105482759	lambda: 0.00101853641528,0.00061294974177_mu: 0.00061967914233,0.00000000000080
643	-143775.884822	-143600.416199	175.46862299999	lambda: 0.00100488217994_mu: 0.00061901660519	lambda: 0.00101851417336,0.00011379674138_mu: 0.00062781498218,0.00000000000378
644	-144307.080405	-144118.442463	188.63794199997	lambda: 0.00101172845982_mu: 0.00061300495931	lambda: 0.00102419688877,0.00017815866952_mu: 0.00062184273255,0.00000000000475
645	-143306.590382	-147033.503898	-3726.913516	lambda: 0.00100487838745_mu: 0.00061012110009	lambda: 0.00107302749535,0.00000000060619_mu: 0.00019308171503,0.00000000000000
646	-144640.806280	-144472.192120	168.61416	lambda: 0.00101665382917_mu: 0.00062386275903	lambda: 0.00102441473569,0.00001354329071_mu: 0.00063813288928,0.00000092245391
647	-143756.205790	-143817.756746	-61.550955999992	lambda: 0.00100785267744_mu: 0.00061221201947	lambda: 0.00095534174827,0.00092869775640_mu: 0.00052486191317,0.00000000000013
648	-144137.737746	-143925.615821	212.12192499998	lambda: 0.00102074944544_mu: 0.00061737844509	lambda: 0.00103352949669,0.00009251767849_mu: 0.00062814325055,0.00000031584784
649	-143843.839724	-143730.767868	113.071856	lambda: 0.00101728112163_mu: 0.00061169593553	lambda: 0.00102202371979,0.00084619585783_mu: 0.00061901360732,0.00000000000069
650	-143897.970095	-143736.417454	161.55264099999	lambda: 0.00101870858499_mu: 0.00060990476351	lambda: 0.00103020757199,0.00018255600724_mu: 0.00061994683916,0.00000000000494
651	-143171.633873	-143008.400082	163.23379100001	lambda: 0.00099446482385_mu: 0.00061268620403	lambda: 0.00100468632953,0.00020311660679_mu: 0.00062226281957,0.00000000000002
652	-143288.167244	-143106.806623	181.360621	lambda: 0.00100053582436_mu: 0.00061952430104	lambda: 0.00101105229005,0.00015350418945_mu: 0.00063046491494,0.00000000000012
653	-143227.678405	-143043.777364	183.901041	lambda: 0.00100081430440_mu: 0.00062731405356	lambda: 0.00100045211035,0.00012739013926_mu: 0.00064959146941,0.00000000000361
654	-144185.652965	-144042.309378	143.34358699998	lambda: 0.00101356018347_mu: 0.00060850599217	lambda: 0.00101770025228,0.00052007122346_mu: 0.00061076849418,0.00000000000004
655	-144099.498805	-143939.016737	160.48206800001	lambda: 0.00101941522766_mu: 0.00060576469877	lambda: 0.00102952149172,0.00019199683114_mu: 0.00061487991053,0.00000000000076
656	-144050.699705	-143882.214789	168.48491600002	lambda: 0.00099271626829_mu: 0.00061287455530	lambda: 0.00100623268927,0.00026546266757_mu: 0.00062212069025,0.00000000000049
657	-144112.573564	-144116.638124	-4.0645599999989	lambda: 0.00100508459949_mu: 0.00060375310091	lambda: 0.00101267745307,0.00139806806958_mu: 0.00061346829157,0.00000000000059
658	-143408.207961	-143279.199478	129.00848300001	lambda: 0.00101160007895_mu: 0.00061309339938	lambda: 0.00101935795229,0.00069820345841_mu: 0.00062421489472,0.00000000000346
659	-143549.432261	-143378.151410	171.28085100002	lambda: 0.00100401567827_mu: 0.00061087173130	lambda: 0.00101537142369,0.00047371768833_mu: 0.00062595604571,0.00000000000339
660	-143948.448585	-143758.155889	190.29269600002	lambda: 0.00102169265539_mu: 0.00060808674822	lambda: 0.00103376676154,0.00011307376320_mu: 0.00061776079631,0.00000000000312
661	-143627.629591	-145479.592286	-1851.962695	lambda: 0.00101312541951_mu: 0.00062787677897	lambda: 0.00114039956254,0.00000022865764_mu: 0.00029633666073,0.00000000000006
662	-144209.225279	-143493.749338	715.47594100001	lambda: 0.00179315003713_mu: 0.00047005606076	lambda: 0.00101916438832,0.00011893825144_mu: 0.00062692054720,0.00000032118636
663	-143086.145130	-142888.800676	197.34445399998	lambda: 0.00100224328527_mu: 0.00060633316090	lambda: 0.00101537981115,0.00010255470890_mu: 0.00061446480696,0.00000000000660
664	-143772.700972	-143613.676536	159.02443599998	lambda: 0.00101060667588_mu: 0.00060648203813	lambda: 0.00102252230247,0.00009540551615_mu: 0.00061640554289,0.00000000000036
665	-143219.418301	-143049.679046	169.73925499999	lambda: 0.00100584633493_mu: 0.00060771770461	lambda: 0.00101780938022,0.00015083509100_mu: 0.00061728994276,0.00000000000011
666	-142905.923945	-142741.360936	164.56300899998	lambda: 0.00100623483446_mu: 0.00061055534956	lambda: 0.00101867230849,0.00011906212527_mu: 0.00061967233243,0.00000000001093
667	-143709.480449	-143688.999030	20.481418999989	lambda: 0.00099905075918_mu: 0.00061856876393	lambda: 0.00100057467177,0.00129128948282_mu: 0.00062443989348,0.00000095383954
668	-142907.847039	-142758.514661	149.33237799999	lambda: 0.00100943757180_mu: 0.00061410739682	lambda: 0.00102048749718,0.00020365332854_mu: 0.00062406374869,0.00000140973026
669	-143993.146659	-143806.162250	186.984409	lambda: 0.00100628624523_mu: 0.00061031064192	lambda: 0.00101812462272,0.00012169169622_mu: 0.00062023127270,0.00000000000847
670	-144382.877424	-144228.046177	154.83124699999	lambda: 0.00102709514020_mu: 0.00060671264701	lambda: 0.00103802509560,0.00020986369986_mu: 0.00061583720215,0.00000000001526
671	-144079.493402	-143896.585624	182.90777799999	lambda: 0.00101354256478_mu: 0.00061069274300	lambda: 0.00102434384942,0.00013053986109_mu: 0.00062107717733,0.00000000000425
672	-143073.870403	-142941.161759	132.708644	lambda: 0.00100874546405_mu: 0.00061450622249	lambda: 0.00100991707492,0.00069567612163_mu: 0.00062565726362,0.00000000000162
673	-143529.415747	-143365.323914	164.09183299998	lambda: 0.00099980058840_mu: 0.00062060248626	lambda: 0.00101112220808,0.00010189218848_mu: 0.00062833609403,0.00000000091915
674	-142967.540219	-142758.340171	209.200048	lambda: 0.00101120504835_mu: 0.00060116018857	lambda: 0.00102240019473,0.00008041438844_mu: 0.00061119187240,0.00000000000031
675	-144076.918502	-143917.275556	159.64294599998	lambda: 0.00101532446466_mu: 0.00061386531789	lambda: 0.00102831061069,0.00019805434366_mu: 0.00062563414178,0.00000000000205
676	-144516.982393	-144349.416280	167.56611300001	lambda: 0.00102543827864_mu: 0.00061344132677	lambda: 0.00103672339386,0.00018144756727_mu: 0.00062319628058,0.00000002953520
677	-143181.302179	-142998.575434	182.72674499999	lambda: 0.00100867855889_mu: 0.00061118648664	lambda: 0.00106142160127,0.00021428403890_mu: 0.00060998213431,0.00000000182057
678	-143800.661877	-143621.589671	179.07220600001	lambda: 0.00101905533832_mu: 0.00061149140214	lambda: 0.00102933511973,0.00012949315829_mu: 0.00062148647011,0.00000000033596
679	-143746.666448	-143557.326078	189.34036999999	lambda: 0.00100969277571_mu: 0.00060954520981	lambda: 0.00102123631496,0.00009220431897_mu: 0.00061947216219,0.00000000345137
680	-143416.143086	-143237.837013	178.30607299999	lambda: 0.00100557013091_mu: 0.00062094028242	lambda: 0.00104582414594,0.00018728706925_mu: 0.00061863895393,0.00000135575670
681	-144013.478810	-143821.505459	191.97335099999	lambda: 0.00101506764285_mu: 0.00062405150821	lambda: 0.00102694568908,0.00011573442943_mu: 0.00063417434077,0.00000039252573
682	-144075.570896	-143905.782278	169.78861799999	lambda: 0.00101496736988_mu: 0.00061144906238	lambda: 0.00102975020546,0.00013094264827_mu: 0.00061796992560,0.00000002787931
683	-144291.754966	-144107.668768	184.086198	lambda: 0.00101557557869_mu: 0.00060651771445	lambda: 0.00102679776725,0.00014313875232_mu: 0.00061573219841,0.00000000023108
684	-145179.958487	-143705.696018	1474.262469	lambda: 0.00189958980784_mu: 0.00047131624909	lambda: 0.00102431223111,0.00014927218392_mu: 0.00061782574488,0.00000000038755
685	-143696.033140	-143512.070057	183.96308300001	lambda: 0.00101765826224_mu: 0.00061286139681	lambda: 0.00102697670425,0.00013071403407_mu: 0.00062589646380,0.00001965888755
686	-143455.886738	-144434.479122	-978.59238399999	lambda: 0.00101025514547_mu: 0.00061038153836	lambda: 0.00106788285007,0.00000000155407_mu: 0.00035899174695,0.00000665723123
687	-143834.091809	-143662.836004	171.25580499999	lambda: 0.00099865948906_mu: 0.00061078681375	lambda: 0.00101010283534,0.00016283622640_mu: 0.00062019447044,0.00000000000211
688	-143575.530619	-143391.477530	184.05308899999	lambda: 0.00100576168009_mu: 0.00061096872129	lambda: 0.00101456030099,0.00007386811847_mu: 0.00062434883871,0.00000000000245
689	-143580.310606	-143411.837377	168.47322900002	lambda: 0.00101468617815_mu: 0.00061489631443	lambda: 0.00102587614168,0.00014753713871_mu: 0.00062461467630,0.00000000000138
690	-143671.537970	-143492.986514	178.55145600002	lambda: 0.00101210013276_mu: 0.00061414063623	lambda: 0.00102356457956,0.00015873604547_mu: 0.00062482565295,0.00000000000184
691	-143578.958460	-144440.717424	-861.75896400001	lambda: 0.00100672856518_mu: 0.00061071742549	lambda: 0.00189860316844,0.00091384449164_mu: 0.00047749777787,0.00000001196499
692	-143382.485350	-143214.472162	168.01318800001	lambda: 0.00100260364619_mu: 0.00060610609248	lambda: 0.00101380179822,0.00016997669934_mu: 0.00061560774304,0.00000000000521
693	-143557.704792	-143386.933196	170.77159600001	lambda: 0.00099133404946_mu: 0.00062054307443	lambda: 0.00099509252849,0.00015452240678_mu: 0.00063893985068,0.00000000000253
694	-144083.726929	-143921.083757	162.64317200001	lambda: 0.00101423181748_mu: 0.00061418977889	lambda: 0.00103306543843,0.00009069945530_mu: 0.00061801254492,0.00000000000015
695	-143906.591651	-143731.135688	175.45596299999	lambda: 0.00101112843844_mu: 0.00062279451042	lambda: 0.00101629002736,0.00021315244590_mu: 0.00062535250751,0.00000000000025
696	-144044.429985	-143897.452206	146.97777900001	lambda: 0.00101331242102_mu: 0.00061519619547	lambda: 0.00102312714434,0.00063902695474_mu: 0.00062357683971,0.00000000000033
697	-143372.910783	-143191.143671	181.767112	lambda: 0.00101373156306_mu: 0.00060598605769	lambda: 0.00102593477489,0.00010316139803_mu: 0.00061601867953,0.00000003405255
698	-144119.316063	-143933.893578	185.42248500002	lambda: 0.00101569784551_mu: 0.00062004681329	lambda: 0.00101867171586,0.00031160843492_mu: 0.00062145180608,0.00000000000012
699	-143528.170468	-143356.252921	171.91754699999	lambda: 0.00099745375406_mu: 0.00060768076692	lambda: 0.00100599881002,0.00026604405649_mu: 0.00061661097747,0.00000000206835
700	-143145.247494	-142957.017094	188.2304	lambda: 0.00100607173774_mu: 0.00061148634254	lambda: 0.00101826276871,0.00008308146417_mu: 0.00062207965004,0.00000000000156
701	-143933.373088	-143758.065525	175.30756299998	lambda: 0.00100477740110_mu: 0.00061338292350	lambda: 0.00101533627573,0.00024013575899_mu: 0.00062433032670,0.00008025329815
702	-143481.348600	-146200.995084	-2719.646484	lambda: 0.00100729490903_mu: 0.00061082459550	lambda: 0.00076705595897,0.00867374032972_mu: 0.00071142812858,0.00430010211349
703	-143572.572284	-143409.652057	162.920227	lambda: 0.00099819165290_mu: 0.00061401901839	lambda: 0.00101014660404,0.00015257140568_mu: 0.00062377655131,0.00000000002243
704	-143370.300295	-143207.569648	162.73064699999	lambda: 0.00099531564850_mu: 0.00061569514232	lambda: 0.00101970524731,0.00037260528919_mu: 0.00062142514106,0.00000000000743
705	-143030.051052	-142838.968675	191.08237699998	lambda: 0.00100513144276_mu: 0.00061205911048	lambda: 0.00101770257895,0.00010138810418_mu: 0.00062139878181,0.00000000075742
706	-143387.586351	-143231.710644	155.875707	lambda: 0.00100952968758_mu: 0.00061646493183	lambda: 0.00101966598054,0.00020677338383_mu: 0.00062735558374,0.00000000000795
707	-143490.240633	-143308.422101	181.818532	lambda: 0.00100510842319_mu: 0.00060312837859	lambda: 0.00101486726501,0.00012406296603_mu: 0.00061152034779,0.00000000007584
708	-143211.811423	-143032.254515	179.556908	lambda: 0.00100467415174_mu: 0.00062344419159	lambda: 0.00101669410326,0.00019845719579_mu: 0.00063445489100,0.00002336928668
709	-142897.997351	-142710.357506	187.639845	lambda: 0.00100297536491_mu: 0.00060300387980	lambda: 0.00101565020380,0.00009510520069_mu: 0.00061237321827,0.00000000000200
710	-144866.363126	-144695.082575	171.280551	lambda: 0.00102312269952_mu: 0.00060673716632	lambda: 0.00103531904431,0.00018330076060_mu: 0.00061661141858,0.00000000022081
711	-143459.071924	-143262.316678	196.75524599999	lambda: 0.00100860619642_mu: 0.00060483627734	lambda: 0.00101955912316,0.00004937602270_mu: 0.00061539726856,0.00000000000173
712	-143619.322478	-143452.184239	167.13823899999	lambda: 0.00101492654475_mu: 0.00060351971034	lambda: 0.00102736233583,0.00018656501169_mu: 0.00061264072795,0.00000000000366
713	-143927.120309	-143792.595582	134.52472699998	lambda: 0.00101017685896_mu: 0.00061594878607	lambda: 0.00102056247053,0.00063505738398_mu: 0.00062523071573,0.00000002564714
714	-143629.766591	-143431.491644	198.274947	lambda: 0.00100680585162_mu: 0.00060783908502	lambda: 0.00101907511210,0.00005610580829_mu: 0.00061877947151,0.00000000000038
715	-143894.091852	-143721.730419	172.36143300001	lambda: 0.00101166236223_mu: 0.00060283158591	lambda: 0.00102358784608,0.00011110442523_mu: 0.00061227058333,0.00000367448802
716	-143901.873019	-144139.365480	-237.49246100002	lambda: 0.00102743486166_mu: 0.00061400610347	lambda: 0.00103222412523,0.00009235374089_mu: 0.00057562012146,0.00184053321831
717	-143144.788217	-142978.223955	166.564262	lambda: 0.00101031434010_mu: 0.00060779809982	lambda: 0.00102262679211,0.00015419695190_mu: 0.00061525904413,0.00000000000212
718	-143667.352932	-143493.889693	173.463239	lambda: 0.00099974977036_mu: 0.00061413798073	lambda: 0.00101050704118,0.00017782460031_mu: 0.00062405053001,0.00000000000210
719	-144792.370294	-144620.348066	172.02222799999	lambda: 0.00102803279740_mu: 0.00062188591681	lambda: 0.00103414285742,0.00037380215853_mu: 0.00063113586076,0.00000000000001
720	-143825.468444	-143657.364473	168.103971	lambda: 0.00100894749260_mu: 0.00062226320779	lambda: 0.00102009281083,0.00014893860037_mu: 0.00063215434431,0.00000000002199
721	-143019.551635	-142814.979667	204.571968	lambda: 0.00099301988746_mu: 0.00061742744684	lambda: 0.00098207076108,0.00009437461325_mu: 0.00064956884311,0.00000000006619
722	-143857.527295	-143670.412307	187.11498800002	lambda: 0.00100663744882_mu: 0.00061823815292	lambda: 0.00101941617787,0.00013951233141_mu: 0.00062729162006,0.00000000000079
723	-143476.518831	-143294.063807	182.455024	lambda: 0.00100387964619_mu: 0.00061726307804	lambda: 0.00101485550439,0.00016916472532_mu: 0.00062753983583,0.00000000025467
724	-143646.273030	-143473.583088	172.689942	lambda: 0.00100806579328_mu: 0.00060547973582	lambda: 0.00101961104111,0.00013900663284_mu: 0.00061478473539,0.00000000012352
725	-143586.858966	-143396.225328	190.633638	lambda: 0.00100482461818_mu: 0.00059999554464	lambda: 0.00101765498469,0.00006938197761_mu: 0.00060954648065,0.00000000000264
726	-142829.011757	-153647.065079	-10818.053322	lambda: 0.00100450993823_mu: 0.00059610408920	lambda: 0.00116983352463,0.00011316242143_mu: 0.00004826523865,0.00000000000822
727	-144334.216867	-144154.641387	179.57548	lambda: 0.00101304619807_mu: 0.00061788501961	lambda: 0.00102062584841,0.00016486456449_mu: 0.00062877208280,0.00000000000010
728	-143787.741020	-143611.080078	176.66094199999	lambda: 0.00100657796150_mu: 0.00060718549418	lambda: 0.00101910565919,0.00011082981952_mu: 0.00061655918098,0.00000000027290
729	-144337.787980	-144143.425498	194.362482	lambda: 0.00101867370198_mu: 0.00061057481578	lambda: 0.00103100034137,0.00007867394900_mu: 0.00062099720427,0.00000000000022
730	-143633.309052	-143459.291189	174.01786299999	lambda: 0.00101319083351_mu: 0.00061494595455	lambda: 0.00102443235312,0.00014799426067_mu: 0.00062564328321,0.00000000000022
731	-144278.266688	-144084.894901	193.37178700001	lambda: 0.00101256033405_mu: 0.00062373495786	lambda: 0.00102383032096,0.00005757349274_mu: 0.00063317222412,0.00000000000419
732	-143562.951654	-143364.453960	198.49769399999	lambda: 0.00101501069223_mu: 0.00061317942622	lambda: 0.00102584674174,0.00011325809960_mu: 0.00062428403867,0.00000000004482
733	-143379.196082	-144194.227624	-815.03154199998	lambda: 0.00101562406169_mu: 0.00061199429633	lambda: 0.00190098898265,0.00032086258263_mu: 0.00048621184479,0.00000000000009
734	-143309.891017	-143140.560262	169.33075499997	lambda: 0.00100309551732_mu: 0.00060122541819	lambda: 0.00101382480387,0.00018974139078_mu: 0.00061124424797,0.00000000000009
735	-143937.606222	-143745.992741	191.61348100001	lambda: 0.00101378904269_mu: 0.00060932280931	lambda: 0.00102624637215,0.00008086232383_mu: 0.00061902557160,0.00000000002677
736	-145437.717040	-144477.297241	960.419799	lambda: 0.00187744971013_mu: 0.00047757775392	lambda: 0.00105963886734,0.00008562389151_mu: 0.00060454326334,0.00000000000001
737	-144209.648845	-144021.751607	187.89723799998	lambda: 0.00101708920893_mu: 0.00061638473068	lambda: 0.00102845953110,0.00013139195387_mu: 0.00062633043735,0.00000000000165
738	-144935.864263	-144846.173513	89.690750000009	lambda: 0.00187107515146_mu: 0.00046854791114	lambda: 0.00190718802738,0.00055568926234_mu: 0.00048327187548,0.00000000000144
739	-143753.591156	-143580.401893	173.18926300001	lambda: 0.00100420413442_mu: 0.00061595867541	lambda: 0.00101581749456,0.00015721662600_mu: 0.00062550551393,0.00000040401719
740	-143545.022398	-143353.251692	191.77070600001	lambda: 0.00101453548688_mu: 0.00060752043598	lambda: 0.00102505081125,0.00013814214441_mu: 0.00061784925327,0.00000000000054
741	-143734.952654	-143565.443191	169.50946299999	lambda: 0.00101451878377_mu: 0.00061187122760	lambda: 0.00102560564383,0.00022996243847_mu: 0.00062255125977,0.00000000000023
742	-143751.206503	-143546.382692	204.82381099998	lambda: 0.00100503676153_mu: 0.00061633165424	lambda: 0.00101704159435,0.00006170909285_mu: 0.00062705783727,0.00000000000065
743	-143261.560226	-144268.441308	-1006.881082	lambda: 0.00100919261729_mu: 0.00061252223131	lambda: 0.00064681721712,0.00001663636910_mu: 0.00066185469337,0.00000000000019
744	-144040.638449	-143863.753110	176.885339	lambda: 0.00101643044185_mu: 0.00061437936189	lambda: 0.00102548424383,0.00015586576175_mu: 0.00062360872059,0.00000000000715
745	-143734.194166	-143731.327392	2.8667739999946	lambda: 0.00100321547678_mu: 0.00062507633478	lambda: 0.00101696970988,0.00142792058296_mu: 0.00063283295023,0.00000000000008
746	-144096.638932	-143987.502395	109.13653700001	lambda: 0.00100341341079_mu: 0.00062310365211	lambda: 0.00099568957807,0.00083492834495_mu: 0.00064319908756,0.00000000000004
747	-143732.322045	-143534.665069	197.656976	lambda: 0.00101875416987_mu: 0.00061798931009	lambda: 0.00103133511331,0.00008591077626_mu: 0.00062907483550,0.00000000000007
748	-143503.755014	-143333.433338	170.32167599999	lambda: 0.00101587628485_mu: 0.00060894521067	lambda: 0.00102667143608,0.00014330337953_mu: 0.00061826510022,0.00000000042633
749	-144174.626443	-144017.748916	156.87752699998	lambda: 0.00101350510801_mu: 0.00060902703103	lambda: 0.00102563480768,0.00019477039812_mu: 0.00061772016183,0.00000000868179
750	-143490.071425	-143261.112044	228.95938099999	lambda: 0.00101781776050_mu: 0.00060789852510	lambda: 0.00103102401650,0.00004546302816_mu: 0.00061749201405,0.00000000064386
751	-142996.655151	-142810.977727	185.67742400002	lambda: 0.00101292555655_mu: 0.00061102636288	lambda: 0.00102501598625,0.00010673656865_mu: 0.00062040044542,0.00000000002722
752	-144408.347285	-144240.475847	167.871438	lambda: 0.00101729744932_mu: 0.00061117507932	lambda: 0.00102244009000,0.00038420386200_mu: 0.00061634549421,0.00000000000131
753	-143317.782498	-143168.230404	149.55209399998	lambda: 0.00098885122692_mu: 0.00061835329328	lambda: 0.00100841454347,0.00019642935416_mu: 0.00062740864694,0.00000000003191
754	-143643.639405	-143477.788009	165.85139599998	lambda: 0.00101375023660_mu: 0.00061264014665	lambda: 0.00102445501917,0.00019582515566_mu: 0.00062255984540,0.00000000002434
755	-143805.227365	-143623.139281	182.08808399999	lambda: 0.00100024273554_mu: 0.00061659832952	lambda: 0.00097691586325,0.00022257179135_mu: 0.00063282828381,0.00000000041626
756	-143757.237353	-146512.717241	-2755.479888	lambda: 0.00100813302869_mu: 0.00062090093306	lambda: 0.00111793159178,0.00000000000001_mu: 0.00024258368833,0.00000003668122
757	-144010.052338	-143818.799174	191.25316399999	lambda: 0.00100349260458_mu: 0.00060878888654	lambda: 0.00101595633093,0.00024741719146_mu: 0.00061796588402,0.00000000000158
758	-143715.411804	-143547.736611	167.675193	lambda: 0.00099398416082_mu: 0.00061122955317	lambda: 0.00100534695686,0.00019516725821_mu: 0.00062060176422,0.00000000030737
759	-144651.727768	-144454.043810	197.68395800001	lambda: 0.00102338490940_mu: 0.00061725127794	lambda: 0.00103478369535,0.00009188237503_mu: 0.00062810128754,0.00000000000391
760	-143621.078323	-143453.586018	167.49230499999	lambda: 0.00101156889275_mu: 0.00061266723263	lambda: 0.00102495645594,0.00012927460959_mu: 0.00062181618971,0.00000000000515
761	-144027.161351	-143835.869852	191.29149899998	lambda: 0.00101608661588_mu: 0.00060413095061	lambda: 0.00102829441072,0.00011284449762_mu: 0.00061381821101,0.00000000000151
762	-144432.016834	-144281.289630	150.727204	lambda: 0.00101440971378_mu: 0.00060719027021	lambda: 0.00102456135225,0.00033143773678_mu: 0.00061881287580,0.00010338637981
763	-143336.724872	-143145.989132	190.73574	lambda: 0.00101352150015_mu: 0.00061497871585	lambda: 0.00102692413213,0.00012580107640_mu: 0.00062451858806,0.00000000501481
764	-143590.982351	-143399.806246	191.17610500002	lambda: 0.00101727175281_mu: 0.00060502280706	lambda: 0.00103012035538,0.00008000376954_mu: 0.00061447653585,0.00000000335525
765	-144030.618268	-143829.893123	200.725145	lambda: 0.00100173632337_mu: 0.00061489626833	lambda: 0.00101535716441,0.00007235747891_mu: 0.00062446778073,0.00000000357049
766	-144194.871491	-144064.997567	129.87392399998	lambda: 0.00101027867502_mu: 0.00062207063739	lambda: 0.00102174268638,0.00071673094115_mu: 0.00063059400559,0.00000000015461
767	-143391.464361	-143203.769223	187.69513799998	lambda: 0.00100698244098_mu: 0.00060930029688	lambda: 0.00101830066817,0.00012154150704_mu: 0.00061916573134,0.00000000000613
768	-143478.690469	-143306.526255	172.16421399999	lambda: 0.00101499989728_mu: 0.00061402350341	lambda: 0.00102771190052,0.00015029026818_mu: 0.00062395107071,0.00000000182632
769	-143640.245427	-143451.025279	189.22014799999	lambda: 0.00100272831589_mu: 0.00061903770141	lambda: 0.00101666700024,0.00005994067420_mu: 0.00062672610723,0.00000384062567
770	-143335.987591	-143148.439508	187.548083	lambda: 0.00099959460922_mu: 0.00061674952966	lambda: 0.00101134640744,0.00011979864730_mu: 0.00062740963590,0.00000000245829
771	-142923.490040	-142802.341705	121.14833500001	lambda: 0.00100734076276_mu: 0.00060412452969	lambda: 0.00103367442901,0.00076647493746_mu: 0.00060931261661,0.00000000000028
772	-143644.719213	-143465.382816	179.33639700001	lambda: 0.00101410057273_mu: 0.00061169188821	lambda: 0.00102420831007,0.00015389839336_mu: 0.00062216509675,0.00000000000006
773	-143594.480413	-143430.799496	163.68091700002	lambda: 0.00100879827019_mu: 0.00061854486191	lambda: 0.00102228060144,0.00046341191998_mu: 0.00062342041207,0.00000000000003
774	-144160.349667	-143977.399635	182.95003199999	lambda: 0.00100989724769_mu: 0.00061325563892	lambda: 0.00102186771960,0.00012180023203_mu: 0.00062427179698,0.00000000000749
775	-143936.391997	-155561.937532	-11625.545535	lambda: 0.00100506362549_mu: 0.00061521939944	lambda: 0.00195249717463,0.00000000308192_mu: 0.00003010295005,0.00000000000002
776	-143312.118697	-143136.982895	175.135802	lambda: 0.00101621231699_mu: 0.00060545259756	lambda: 0.00102698076662,0.00018617333957_mu: 0.00060907249067,0.00000002567187
777	-143332.394377	-143173.317573	159.07680399998	lambda: 0.00100238361815_mu: 0.00061671236421	lambda: 0.00101663312449,0.00017899787611_mu: 0.00062457528228,0.00000000001530
778	-144159.376111	-144221.361037	-61.984926000005	lambda: 0.00102381489535_mu: 0.00059868324436	lambda: 0.00100247143878,0.00000249134700_mu: 0.00061008894954,0.00126363431344
779	-144477.766482	-144296.659769	181.10671300002	lambda: 0.00102054454447_mu: 0.00061358460472	lambda: 0.00103120605408,0.00010078033172_mu: 0.00062424297132,0.00000000000014
780	-144185.592939	-144024.898630	160.69430899998	lambda: 0.00101595105553_mu: 0.00061251580740	lambda: 0.00102891878316,0.00009691214611_mu: 0.00062137438565,0.00002274351602
781	-142905.531306	-142726.016067	179.515239	lambda: 0.00100829972098_mu: 0.00060516859332	lambda: 0.00101885960182,0.00015319220922_mu: 0.00061510002370,0.00000000000069
782	-143708.461240	-143502.115041	206.34619899999	lambda: 0.00101580595841_mu: 0.00060549431713	lambda: 0.00102636572164,0.00003656295269_mu: 0.00061714865714,0.00000000000480
783	-143135.654215	-142945.922118	189.732097	lambda: 0.00100621483579_mu: 0.00060245174515	lambda: 0.00101914747965,0.00008939056887_mu: 0.00061263465321,0.00000000000060
784	-143581.440177	-143403.040912	178.39926500001	lambda: 0.00101094964128_mu: 0.00061026337977	lambda: 0.00101739926658,0.00013443377694_mu: 0.00061835127699,0.00000856187935
785	-143495.932498	-143295.962246	199.970252	lambda: 0.00100460747769_mu: 0.00060766262363	lambda: 0.00101766853031,0.00005830337647_mu: 0.00061736062708,0.00000170262490
